,Search,Tweet_Date,Original_Tweet,Cleaned_Text,leia,oplexion,sentilex,textblob
3447,Bolsonaro,2022-04-17,Jair mentiras bolsonaro https://t.co/gbuvsmiSMd,jair mentiras bolsonaro,negativo,neutro,neutro,neutro
3448,Bolsonaro,2022-04-17,@DepEduardoCunha Verdade por isso é necessário elegemos o Bolsonaro,verdade necessario elegemos bolsonaro,positivo,neutro,neutro,positivo
3449,Bolsonaro,2022-04-17,@revistaforum As redes sociais do Bolsonaro funcionam com pessoas que odeiam a esquerda e querem mudar o Brasil para melhor.,redes sociais bolsonaro funcionam pessoas odeiam esquerda querem mudar brasil melhor ,positivo,neutro,neutro,negativo
3450,Bolsonaro,2022-04-17,"Governo Bolsonaro passou toda a Pandemia prejudicando o combate do vírus, contra o SUS e a Ciência e agora em véspera de eleições o Ministro da Saúde Marcelo Queiroga vem falar fake news a nível nacional! Sinceramente! 🤡",governo bolsonaro passou toda pandemia prejudicando combate virus  contra sus ciencia agora vespera eleicoes ministro saude marcelo queiroga vem falar fake news nivel nacional  sinceramente ,negativo,neutro,neutro,negativo
3451,Bolsonaro,2022-04-17,"@revistaforum Bolsonaro é uma persona não grata, vestindo a camisa do Santos F C",bolsonaro persona grata  vestindo camisa santos f c,neutro,neutro,neutro,neutro
3452,Bolsonaro,2022-04-17,@Biakicis @jairbolsonaro Na minha somos 3……Bolsonaro no primeiro turno,      bolsonaro primeiro turno,neutro,negativo,negativo,positivo
3453,Bolsonaro,2022-04-17,@marcia_sjc @RitaLisauskas O Bolsonaro agora comanda a polícia estadual? Vai lavar uma louça e para de palhaçada,bolsonaro agora comanda policia estadual  vai lavar louca palhacada,neutro,neutro,neutro,neutro
3454,Bolsonaro,2022-04-17,"Mudar a política econômica adotada por Temer e Bolsonaro é urgente! Um governo sem rumo, sem projeto e mergulhado na corrupção, é fatal para a população.
https://t.co/7Sdl3aI5md",mudar politica economica adotada temer bolsonaro urgente  governo rumo  projeto mergulhado corrupcao  fatal populacao ,negativo,negativo,negativo,positivo
3455,Bolsonaro,2022-04-17,@anavilarinol @Anitta FORA LULA FORA BOLSONARO,lula bolsonaro,neutro,neutro,neutro,neutro
3456,Bolsonaro,2022-04-17,O Bolsonaro colocando a faixa de presidente no Lula já passa na minha cabeça ininterruptamente,bolsonaro colocando faixa presidente lula passa cabeca ininterruptamente,neutro,neutro,neutro,neutro
3457,Bolsonaro,2022-04-17,"BOLSONARO DEVE TÁ COM O OUVIDO DOENDO DE TANTO OUVIR DOS TORCEDORES DO SANTOS ""VAI TOMAR NO CU""kkkkkkkkkkk música pra meus ouvidos.",bolsonaro deve ta ouvido doendo tanto ouvir torcedores santos  vai tomar cu kkkkkkkkkkk musica pra ouvidos ,negativo,neutro,neutro,positivo
3458,Bolsonaro,2022-04-17,"@opropriofaka ""Bolsonaro é um homem limpo"" kkkkkkkk mas tá lá casadinho com os corruptos 🙄", bolsonaro homem limpo  kkkkkkkk ta la casadinho corruptos,negativo,positivo,neutro,positivo
3459,Bolsonaro,2022-04-17,"@vinimaxreal @CentralEleicoes Lula queria ganhar no 1° turno, Bolsonaro também. 
Moro queria estar em 25% e nem está mais nas pesquisas.
Cenários mudam.",lula queria ganhar  turno  bolsonaro tambem  moro queria estar   pesquisas  cenarios mudam ,positivo,neutro,neutro,positivo
3460,Bolsonaro,2022-04-17,"@ArthurWeint Irmãos Traíras,  quem vocês eram antes do Bolsonaro? Nada, em breve voltarão a se exatamente a mesma coisa, nada de nada.
#BolsonaroReeleito2022",irmaos trairas  antes bolsonaro  nada  breve voltarao exatamente mesma coisa  nada nada ,neutro,positivo,positivo,positivo
3461,Bolsonaro,2022-04-17,@BlogdoNoblat Nobel o Bolsonaro não e ladão fi de uma égua,nobel bolsonaro ladao fi egua,neutro,neutro,neutro,neutro
3462,Bolsonaro,2022-04-17,@anavilarinol @Anitta Lula é que involuntariamente da força pro bolsonaro. 2018 não foi o suficiente pra vcs?,lula involuntariamente forca pro bolsonaro  suficiente pra vcs ,positivo,positivo,positivo,neutro
3463,Bolsonaro,2022-04-17,@BlogdoNoblat https://t.co/KPal8sBa8s,,neutro,neutro,neutro,neutro
3464,Bolsonaro,2022-04-17,"@CarlosBolsonaro @CarlosBolsonaro, seu pai é um tratante, sorrateiro, q governa com pessoalidade, age totalmente ao contrário dos princípios da Administração Pública.
Não só o @marceloramosam entrará com a ação, mas tb o @OmarAzizSenador, @wilsonlimaAM, @DavidAlmeidaAM  e outros.

#FORA BOLSONARO",pai tratante  sorrateiro  q governa pessoalidade  age totalmente contrario principios administracao publica  entrara acao  tb outros  bolsonaro,negativo,negativo,negativo,positivo
3465,Bolsonaro,2022-04-17,"O Bolsonaro ainda tem a coragem de aparecer em público, meu Deus.",bolsonaro ainda coragem aparecer publico  deus ,positivo,neutro,neutro,neutro
3466,Bolsonaro,2022-04-17,"@CarlaZambelli38 @jairbolsonaro Lindo o carinho do povo com Bolsonaro, no fundo da para ouvir a galera em uma apoio geral a Bolsonaro

https://t.co/ZuLpNIfJFU",lindo carinho povo bolsonaro  fundo ouvir galera apoio geral bolsonaro,positivo,positivo,neutro,positivo
3467,Bolsonaro,2022-04-17,@forumpandlr Como se o bolsonaro ainda está na presidencia? Tem algo de errado nisso pan,bolsonaro ainda presidencia  algo errado nisso pan,negativo,negativo,neutro,negativo
3468,Bolsonaro,2022-04-17,"@DeputadoFederal e a facada no bolsonaro, te interessa?",facada bolsonaro  interessa ,negativo,neutro,neutro,positivo
3469,Bolsonaro,2022-04-17,"@opropriofaka Prá que isso???
Conservador é Bolsonaro que usa sua força contra os inimigos, quanto ao resto, suporta calado e espera o tempo trazer a verdade.
Ridículo e infantil!",pra isso    conservador bolsonaro usa forca contra inimigos  quanto resto  suporta calado espera tempo trazer verdade  ridiculo infantil ,negativo,negativo,negativo,negativo
3470,Bolsonaro,2022-04-17,"*meu pai usando camisa do bolsonaro no dia anterior*

“pai o senhor vai votar em quem?”

“no lula”

“uai achei que fosse votar no bolsonaro”

“eu quero que o bolsonaro se f0d4” https://t.co/PdyUCICQSx", meu pai usando camisa bolsonaro dia anterior  pai senhor vai votar quem  no lula uai achei votar bolsonaro eu quero bolsonaro fd,neutro,neutro,neutro,positivo
3471,Bolsonaro,2022-04-17,"Bolsonaro comporta-se como um marginal, um criminoso q se julga acima da lei, e q tem a certeza de que ficará impune. Da mesma forma que “Colorido”, codinome de Valdeci Alves dos Santos, um dos líderes mais procurados do PCC, a mais poderosa facção do país
https://t.co/mU8Fn2dOmX",bolsonaro comporta se marginal  criminoso q julga acima lei  q certeza ficara impune  mesma forma colorido  codinome valdeci alves santos  lideres procurados pcc  poderosa faccao pais,neutro,negativo,negativo,positivo
3472,Bolsonaro,2022-04-17,"Quer dizer que Bolsonaro é a pedra no caminho  da nova solução p o Brasil?  Dos salvadores da Pátria?

Faz me rir. 

Pra cima de mim não meu caro.",quer dizer bolsonaro pedra caminho nova solucao p brasil  salvadores patria  faz rir  pra cima mim caro ,positivo,neutro,neutro,positivo
3473,Bolsonaro,2022-04-17,O SIGILO CRIMINOSO DO MILICIANO acoberta crimes de responsabilidade e das corrupções deste governo. Até quando o poder judiciário vai ficar em silêncio sobre estes absurdos?? E os órgãos de controle?? Quem vai punir esta quadrilha?? https://t.co/QvDZ4D53MZ,sigilo criminoso miliciano acoberta crimes responsabilidade corrupcoes deste governo  poder judiciario vai ficar silencio sobre absurdos   orgaos controle   vai punir quadrilha  ,negativo,negativo,negativo,negativo
3474,Bolsonaro,2022-04-17,@alinesousil @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Edu05freire @Nuu0204 @CleberLSantos1 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO SDV a todos patriotas🇧🇷,sdv todos patriotas,neutro,neutro,neutro,neutro
3475,Bolsonaro,2022-04-17,"O ministro da saúde do governo Bolsonaro defendendo o sua na TV, risos.",ministro saude governo bolsonaro defendendo tv  risos ,positivo,neutro,neutro,neutro
3476,Bolsonaro,2022-04-17,"A Miriam Leitão podia e devia ter confrontado Bolsonaro na época dos debates na @GloboNews. Isso era necessário, isso era imprescindível. #Edição18",miriam leitao podia devia ter confrontado bolsonaro epoca debates necessario  imprescindivel ,negativo,negativo,neutro,neutro
3477,Bolsonaro,2022-04-17,https://t.co/oRQm38pJPG https://t.co/WvjWc1WEFC,,neutro,neutro,neutro,neutro
3478,Bolsonaro,2022-04-17,@fernandoestat Bolsonaro não faz $3!_|_4,bolsonaro faz      ,neutro,neutro,neutro,neutro
3479,Bolsonaro,2022-04-17,@insta_acabar Dps o intolerante é o Bolsonaro Kkkkkkkkk,dps intolerante bolsonaro kkkkkkkkk,neutro,negativo,negativo,positivo
3480,Bolsonaro,2022-04-17,@AndreHenning Hahahahaha aguenta ate 2026...Bolsonaro!!,hahahahaha aguenta ate    bolsonaro  ,neutro,neutro,neutro,positivo
3481,Bolsonaro,2022-04-17,"No cruzamento entre o McDonald's e o Mercado de Artesanato de João Pessoa, sem brincadeira,  tem cinquenta pessoas em condição de rua pedindo dinheiro, são cinco famílias inteiras ao relento. Obrigado presidente Bolsonaro",cruzamento mcdonald s mercado artesanato joao pessoa  brincadeira  cinquenta pessoas condicao rua pedindo dinheiro  cinco familias inteiras relento  obrigado presidente bolsonaro,positivo,negativo,neutro,neutro
3482,Bolsonaro,2022-04-17,@martin_lutherj @JANI_VALVERD @marcofeliciano Deus está longe de Bolsonaro muito longe😁🙏,deus longe bolsonaro longe,positivo,negativo,negativo,positivo
3483,Bolsonaro,2022-04-17,"Pé-quente, Bolsonaro vê vitória do Santos no Brasileirão e recebe carinho do torcedor (veja o vídeo) https://t.co/6T3IMVIQci",pe quente  bolsonaro ve vitoria santos brasileirao recebe carinho torcedor  veja video ,positivo,neutro,neutro,positivo
3484,Bolsonaro,2022-04-17,"Santos diz que Bolsonaro cumpriu protocolos sanitários para ir a jogo, que bobeira https://t.co/SUgMtjBuez #R7 via @portalr7",santos diz bolsonaro cumpriu protocolos sanitarios ir jogo  bobeira via,neutro,neutro,neutro,negativo
3485,Bolsonaro,2022-04-17,"@GugaNoblat Você é um palhaço e moleque. Não use a Fé Cristã, para fazer suas ""críticas"". Não gosta de Bolsonaro, morda a testa, só não venha zombar de Jesus. Prefiro um político que tem Jesus na boca, do que um que políticos abortistas, censuradores, cachaceiros, analfabetos, e agnósticos.",palhaco moleque  use fe crista  fazer  criticas   gosta bolsonaro  morda testa  venha zombar jesus  prefiro politico jesus boca  politicos abortistas  censuradores  cachaceiros  analfabetos  agnosticos ,positivo,negativo,negativo,neutro
3486,Bolsonaro,2022-04-17,"@MitosoNeto @Biakicis @AbrahamWeint @jairbolsonaro @FlaviaArrudaDF Flávia arruda tá há 4 anos trabalhando ao lado de Bolsonaro como aliada de Lira pra manejar o dinheiro do orçamento secreto. Decadência moral não é de hoje, agora é só mais raposa engordando mais no galinheiro",flavia arruda ta anos trabalhando lado bolsonaro aliada lira pra manejar dinheiro orcamento secreto  decadencia moral hoje  agora raposa engordando galinheiro,neutro,neutro,neutro,negativo
3487,Bolsonaro,2022-04-17,@Mendes33RJ @SergioMoro19RJ @SF_Moro Bolsonaro = Lula,bolsonaro   lula,neutro,neutro,neutro,neutro
3488,Bolsonaro,2022-04-17,"O Legado do  governo Bolsonaro
Foi ter feito de tudo pra soltar Lula e destruir a Lava Jato

O Legado da esquerda
Foi ter perdoado o Genocídio de Bolsonaro
E os crimes dos filhos dele

Isso é fato.. não é opinião pessoal",legado governo bolsonaro ter feito tudo pra soltar lula destruir lava jato legado esquerda ter perdoado genocidio bolsonaro crimes filhos fato   opiniao pessoal,negativo,positivo,neutro,negativo
3489,Bolsonaro,2022-04-17,@BlogdoNoblat https://t.co/KPal8sBa8s,,neutro,neutro,neutro,neutro
3490,Bolsonaro,2022-04-17,@vianadepinho @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Edu05freire @Nuu0204 @CleberLSantos1 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO SDV a todos patriotas🇧🇷,sdv todos patriotas,neutro,neutro,neutro,neutro
3491,Bolsonaro,2022-04-17,O povo votou no BOLSONARO pra isso mesmo !!!! https://t.co/SvSCzuy4LE,povo votou bolsonaro pra     ,neutro,neutro,neutro,positivo
3492,Bolsonaro,2022-04-17,Bolsonaro e Forças Armadas: Último aviso para quem está fora das quatro ... https://t.co/g1CmL65VLG via @YouTube,bolsonaro forcas armadas  ultimo aviso quatro     via,positivo,neutro,neutro,neutro
3493,Bolsonaro,2022-04-17,"E dizer que se esse Povo covarde e arrogante fosse às ruas pedindo ao presidente Bolsonaro, que é o chefe das FAAS, para que faça uma Intervenção militar com ele no comando, resolveria tudo isto...!!! #INTERVENÇÃOMILITARCOMBOLSONARONOPODER 🇧🇷🔰😎👉👉 #B22 https://t.co/xzt9M4lSu8",dizer povo covarde arrogante ruas pedindo presidente bolsonaro  chefe faas  faca intervencao militar comando  resolveria tudo isto      ,negativo,negativo,negativo,negativo
3494,Bolsonaro,2022-04-17,@UOLNoticias Fora seu patife! FORA BOLSONARO O BRASIL NAO PRECISA DE VOCÊ!,patife  bolsonaro brasil nao precisa voce ,neutro,negativo,neutro,neutro
3495,Bolsonaro,2022-04-17,"@Anitta @Dudu Ajuda a mudar o Brasil com Ciro, Anitta! Não podemos deixar Lula ganhar, e menos ainda Bolsonaro! Vamos mudar de verdade!",ajuda mudar brasil ciro  anitta  podemos deixar lula ganhar  menos ainda bolsonaro  vamos mudar verdade ,positivo,neutro,neutro,positivo
3496,Bolsonaro,2022-04-17,n acredito nesse pronunciamento do bolsonaro....ele realmente decretou ESTADO DE PRAIA EM TODO BRASIL..vamos para praia..,n acredito nesse pronunciamento bolsonaro    ele realmente decretou estado praia todo brasil  vamos praia  ,neutro,neutro,neutro,positivo
3497,Bolsonaro,2022-04-17,"@edmilson_pontes E dizer que se esse Povo covarde e arrogante fosse às ruas pedindo ao presidente Bolsonaro, que é o chefe das FAAS, para que faça uma Intervenção militar com ele no comando, resolveria tudo isto...!!! #INTERVENÇÃOMILITARCOMBOLSONARONOPODER 🇧🇷🔰😎👉👉 #B22",dizer povo covarde arrogante ruas pedindo presidente bolsonaro  chefe faas  faca intervencao militar comando  resolveria tudo isto      ,negativo,negativo,negativo,negativo
3498,Bolsonaro,2022-04-17,"Bolsonaro fazendo de tudo pra ganhar a eleição desse ano... Liberou @mqueiroga2 pra fazer um pronunciamento! 

PIADA DAS GRANDE 🤣🤣",bolsonaro fazendo tudo pra ganhar eleicao desse ano    liberou pra fazer pronunciamento  piada grande,positivo,positivo,positivo,positivo
3499,Bolsonaro,2022-04-17,@BlogdoNoblat https://t.co/KPal8sBa8s,,neutro,neutro,neutro,neutro
3500,Bolsonaro,2022-04-17,@BergMartins14 @MarcioM61326104 @alvesmimar3 @MarquesToalinha @mello65440 @Marbenje @leal11_vanda @Edu05freire @Nuu0204 @CleberLSantos1 @LEANDROCORR21 @nefertiti2022 @Eduardo57009171 @ZilaHelena @RE_BOLSONARO SDV a todos patriotas🇧🇷,sdv todos patriotas,neutro,neutro,neutro,neutro
3501,Bolsonaro,2022-04-17,SOBRAL NEWS: Bolsonaro “desafia” Moraes a prendê-lo por questio... https://t.co/jjHrjFoCJc,sobral news  bolsonaro desafia moraes prende lo questio   ,neutro,neutro,neutro,negativo
3502,Bolsonaro,2022-04-17,"O Quidroga promove um desfile de mentiras , um safado obediente ao miliciano Bolsonaro. Vagabundo .",quidroga promove desfile mentiras   safado obediente miliciano bolsonaro  vagabundo  ,negativo,negativo,neutro,positivo
3503,Bolsonaro,2022-04-17,@ph_olvr Jair Messias Bolsonaro,jair messias bolsonaro,neutro,neutro,neutro,neutro
3504,Bolsonaro,2022-04-17,"Vivendo em um ""mundo paralelo"", Doria ataca Bolsonaro e vira motivo de chacota https://t.co/CCDZvNiuOy",vivendo  mundo paralelo   doria ataca bolsonaro vira motivo chacota,neutro,positivo,positivo,neutro
3505,Bolsonaro,2022-04-17,"@BlogdoNoblat Ou fela de uma cadeia,  decida-se: uma hora vc afirma que o Bolsonaro é corrupto e depois vc di que é suspeito.  Faça como a sua mulher, seu corno safado!!!",fela cadeia  decida se  hora vc afirma bolsonaro corrupto vc di suspeito  faca mulher  corno safado   ,negativo,negativo,negativo,negativo
3506,Bolsonaro,2022-04-17,@raulandre_ @CesarMe37325430 @DinhadeMeloMelo @DepEduardoCunha O candidato que vc apoiava até esses dias aceitou participar do governo Bolsonaro e depois foi receber 22k no podemos agora está filiado no partido que tem vários investigados pela lava-jato e tem o Eduardo Cunha e pretende sair candidato por um estado que ele não tem nenhum (+),candidato vc apoiava dias aceitou participar governo bolsonaro receber k podemos agora filiado partido varios investigados lava jato eduardo cunha pretende sair candidato estado nenhum    ,negativo,negativo,neutro,neutro
3507,Bolsonaro,2022-04-17,@BlogdoNoblat https://t.co/KPal8sBa8s,,neutro,neutro,neutro,neutro
3508,Bolsonaro,2022-04-17,"@Biakicis @EvandroBandei10 @jairbolsonaro De 10 pessoas 8 apoia Bolsonaro, os os 2 são TJ e não votam.💪🇧🇷",pessoas apoia bolsonaro  tj votam ,positivo,neutro,neutro,neutro
3509,Bolsonaro,2022-04-17,"@CarlosMGNavarro @SergioMoro19RJ @SF_Moro Não vem com esse papo de gado não, quem votar em Bolsonaro de novo, será cúmplice de toda a merda que ele vier a fazer, eu prefiro nem sair de casa",vem papo gado nao  votar bolsonaro novo  cumplice toda merda vier fazer  prefiro sair casa,negativo,neutro,neutro,negativo
3510,Bolsonaro,2022-04-17,"Vc sabia? Jair Bolsonaro defende armas no campo: ""Tem que ter fuzil, pô"". Vale lembrar que Bolsonaro teve seu 38 roubado e foi parar na mão de criminosos 
 https://t.co/37yIL1Vfhs",vc sabia  jair bolsonaro defende armas campo   tem ter fuzil  po   vale lembrar bolsonaro roubado parar mao criminosos,negativo,negativo,neutro,positivo
3511,Bolsonaro,2022-04-17,"Vc sabia? Bolsonaro disse: - ""Não vou combater nem discriminar, mas, se eu vir dois homens se beijando na rua, vou bater"" 
 https://t.co/CHCtL0gm9u",vc sabia  bolsonaro disse     nao vou combater discriminar  mas  vir dois homens beijando rua  vou bater ,negativo,neutro,neutro,neutro
3512,Bolsonaro,2022-04-17,"Vc sabia? Bolsonaro sobre vacina de Pfizer: ‘Se você virar um jacaré, é problema seu’ 
 https://t.co/ZMLIHBUKiJ",vc sabia  bolsonaro sobre vacina pfizer  se virar jacare  problema seu,negativo,neutro,neutro,neutro
3513,Bolsonaro,2022-04-17,"Vc sabia? A tática de defesa de Flavio ""Copenhagen"" Bolsonaro em relação as rachadinhas é paralisar a investigação 
 https://t.co/AkIQFWTOpr",vc sabia  tatica defesa flavio  copenhagen  bolsonaro relacao rachadinhas paralisar investigacao,positivo,neutro,neutro,neutro
3514,Bolsonaro,2022-04-17,"@gleisi @Anitta Apoio total ao Presidente do Brasil, Jair Messias Bolsonaro! O meu Presidente amado! 
Chora ptzada dos infernos!",apoio total presidente brasil  jair messias bolsonaro  presidente amado  chora ptzada infernos ,positivo,positivo,neutro,positivo
3515,Bolsonaro,2022-04-17,"@JornalOGlobo Bolsonaro com sua quadrilha e o exército saqueiam milhões dos contribuintes pra comprar mansões e esses itens aí, com o acréscimo de leite condensado, chicletes e viagra. 

O povo só tá seguindo o exemplo do ""líder"" da nação.",bolsonaro quadrilha exercito saqueiam milhoes contribuintes pra comprar mansoes itens ai  acrescimo leite condensado  chicletes viagra  povo ta seguindo exemplo  lider  nacao ,negativo,neutro,neutro,neutro
3516,Bolsonaro,2022-04-17,"Será q o rapaz vai reclamar do salário do irmão , q foi indicado pelo Bolsonaro ?
Alguém sabe o montante ? https://t.co/W8iJjtGy8n",q rapaz vai reclamar salario irmao   q indicado bolsonaro   alguem sabe montante  ,negativo,positivo,positivo,neutro
3517,Bolsonaro,2022-04-17,"@elzamariana @SniaGarcia8 Sim, eu entrei para o grupo. Mas eu era inocente, achava que realmente elas queriam evitar Bolsonaro e também achava que era evidente que a candidatura do Haddad, dava força à candidatura do coiso.
 Eu votei no Haddad, mas fiquei em depressão após o 1° turno.",sim  entrei grupo  inocente  achava realmente queriam evitar bolsonaro achava evidente candidatura haddad  dava forca candidatura coiso  votei haddad  fiquei depressao apos  turno ,neutro,neutro,neutro,positivo
3518,Bolsonaro,2022-04-17,"Meu Deus, o Queiroga acabou com a pandemia na canetada a mando do Bolsonaro, que loucura.",deus  queiroga acabou pandemia canetada mando bolsonaro  loucura ,negativo,neutro,neutro,negativo
3519,Bolsonaro,2022-04-17,"@taoquei1 De onde está aparecendo tantos idiotas brigando pela politica  nos últimos dias ?
Sou bolsonarista mas jamais brigarei pelo Bolsonaro com alguém que pensa diferente.",onde aparecendo tantos idiotas brigando politica ultimos dias   bolsonarista jamais brigarei bolsonaro alguem pensa diferente ,negativo,neutro,neutro,negativo
3520,Bolsonaro,2022-04-17,Triste realidade do Brasil com Bolsonaro. O que fizeram com a Nossa Pobre Pátria Mãe Gentil...😭 https://t.co/zx3r8L1D3h,triste realidade brasil bolsonaro  fizeram pobre patria mae gentil   ,negativo,negativo,negativo,negativo
3521,Bolsonaro,2022-04-17,"Vc sabia? Jair Bolsonaro manteve funcionários fantasmas em seu gabinete enquanto era deputado federal 
 https://t.co/kIaVcjIDgS",vc sabia  jair bolsonaro manteve funcionarios fantasmas gabinete enquanto deputado federal,neutro,neutro,neutro,neutro
3522,Bolsonaro,2022-04-17,"Vc sabia? Com a eleição de Biden nos EUA, Bolsonaro começou a dar chiliques e demonstrou toda sua instabilidade emocional. Atacou Hulk, a centro-direita e utilizou a palavra 'maricas' algumas vezes em diferentes contextos 
 https://t.co/tAtuJ0Y1a7",vc sabia  eleicao biden eua  bolsonaro comecou dar chiliques demonstrou toda instabilidade emocional  atacou hulk  centro direita utilizou palavra  maricas  algumas vezes diferentes contextos,positivo,negativo,negativo,negativo
3523,Bolsonaro,2022-04-17,"Vc sabia? Bolsonaro que nunca se manifestou a favor do uso de máscara ou pediu a população para usar alcool gel, fala agora que a vacina não será obrigatória 
 https://t.co/xb1CBZrLAe",vc sabia  bolsonaro nunca manifestou favor uso mascara pediu populacao usar alcool gel  fala agora vacina obrigatoria,positivo,neutro,neutro,neutro
3524,Bolsonaro,2022-04-17,"Vc sabia? Bolsonaro defende a Cloroquina, mesmo sem evidências científicas que comprovem a eficácia contra o COVID19 
 https://t.co/TiMFLPErDu",vc sabia  bolsonaro defende cloroquina  evidencias cientificas comprovem eficacia contra covid,neutro,neutro,neutro,neutro
3525,Bolsonaro,2022-04-17,"Vc sabia? Flavio Bolsonaro pediu reembolso de uma viagem a Fernando de Noronha. Imagina como são os gastos do cartão corporativo que possuem sigilo 
 https://t.co/CVpOMJBxUY",vc sabia  flavio bolsonaro pediu reembolso viagem fernando noronha  imagina gastos cartao corporativo possuem sigilo,positivo,neutro,neutro,neutro
3526,Bolsonaro,2022-04-17,"@DeputadoFederal @Anitta Mas isso até o Bolsonaro concorda,  a bandeira verde, amarelo, azul e branco é dos brasileiros, vcs é que querem torna_la vermelha e isso não aceitamos.",bolsonaro concorda  bandeira verde  amarelo  azul branco brasileiros  vcs querem torna la vermelha aceitamos ,positivo,negativo,negativo,negativo
3527,Bolsonaro,2022-04-17,@Fabio_Camargo_ @pedrodoria Não. O mar de corrupção já existia. Bolsonaro só deu continuidade.,nao  mar corrupcao existia  bolsonaro deu continuidade ,negativo,neutro,neutro,neutro
3528,Bolsonaro,2022-04-17,"É lamentável que na região Norte ainda exista apoio ao energúmeno, mesmo com os severos ataques a nossa região, o abandono nos picos da pandemia e principalmente o ataque a floresta amazônica. Vamos seguir na luta cotidiana para mudar esse cenário.

Fora Bolsonaro! https://t.co/U5qOGENxCj",lamentavel regiao norte ainda exista apoio energumeno  severos ataques regiao  abandono picos pandemia principalmente ataque floresta amazonica  vamos seguir luta cotidiana mudar cenario  bolsonaro ,negativo,neutro,neutro,positivo
3529,Bolsonaro,2022-04-17,Esquerda desesperada - Cada vez mais jovens apoiam Bolsonaro e rejeitam ... https://t.co/k1U2ArFU0Y via @YouTube,esquerda desesperada   cada vez jovens apoiam bolsonaro rejeitam     via,neutro,neutro,neutro,positivo
3530,Bolsonaro,2022-04-17,"@reinaldoazevedo Você é desonesto demais, eu vi o vídeo e o Bolsonaro foi aclamado no estádio, apenas uma pessoa o xingou.",desonesto demais  vi video bolsonaro aclamado estadio  apenas pessoa xingou ,negativo,negativo,neutro,negativo
3531,Bolsonaro,2022-04-17,Nossa UAU o governo Bolsonaro acabou com a pandemia com um pronunciamento em pleno domingo,uau governo bolsonaro acabou pandemia pronunciamento pleno domingo,positivo,positivo,positivo,positivo
3532,Bolsonaro,2022-04-17,Bolsonaro está deixando você mais pobre https://t.co/T0qE8MVLbW,bolsonaro deixando pobre,negativo,negativo,negativo,neutro
3533,Bolsonaro,2022-04-17,Falamos da motociata do presidente Bolsonaro. Vamos falar dos crimes do PT. https://t.co/9J8t0cB1ce,falamos motociata presidente bolsonaro  vamos falar crimes pt ,negativo,neutro,neutro,neutro
3534,Bolsonaro,2022-04-17,@CiraoCarioca @LGBTIMulherCiro Ciro faz campanha para Bolsonaro?,ciro faz campanha bolsonaro ,neutro,neutro,neutro,neutro
3535,Bolsonaro,2022-04-17,"@brom_elisa @jairbolsonaro Acho que eles estavam gritando ""Bolsonaro, quero dar o 🕳️"". 

Aí senhores ... É problema de cada um. 😅",acho gritando  bolsonaro  quero dar    ai senhores     problema cada um ,negativo,neutro,neutro,neutro
3536,Bolsonaro,2022-04-17,@GugaNoblat BOLSONARO VAI LEVAR UMA LAPA DE LULA 👉👌🤘😅🐂,bolsonaro vai levar lapa lula,neutro,neutro,neutro,neutro
3537,Bolsonaro,2022-04-17,@CarlaZambelli38 @SorvetaoAndreia Isso 👏 Bolsonaro neles,bolsonaro neles,neutro,neutro,neutro,neutro
3538,Bolsonaro,2022-04-17,"Anitta arrasa
https://t.co/ZuQcE0TAlE",anitta arrasa,neutro,neutro,neutro,neutro
3539,Bolsonaro,2022-04-17,"Já tirou o seu? Se não vai GALERA, ADOLESCENTE que só sabe falar Fora Bolsonaro Mais não vai tirar o título para tirar ele de fato! VAMO LA FAZER O BRASIL SORRIR DNOVO #ForaBolsonaro https://t.co/Xt48983D2l",tirou seu  vai galera  adolescente sabe falar bolsonaro vai tirar titulo tirar fato  vamo la fazer brasil sorrir dnovo,positivo,positivo,neutro,positivo
3540,Bolsonaro,2022-04-17,@zeliaduncan O Brasil só está bom por causa do Bolsonaro. Ele valoriza o dinheiro do contribuinte. #BolsonaroReeleito2022 #BolsonaroOrgulhoDoBrasil,brasil bom causa bolsonaro  valoriza dinheiro contribuinte ,positivo,positivo,positivo,positivo
3541,Bolsonaro,2022-04-17,"@Biakicis @jairbolsonaro Em casa eu e minha filha, mas a mãe dela vota também em BOLSONARO 😎",casa filha  mae vota bolsonaro,neutro,neutro,neutro,neutro
3542,Bolsonaro,2022-04-17,Bolsonaro é vaiado e xingado na Vila Belmiro (vídeo) https://t.co/1ke8QrGmWB,bolsonaro vaiado xingado vila belmiro  video ,neutro,neutro,neutro,neutro
3543,Bolsonaro,2022-04-17,@AndreHenning Bolsonaro com a força do povo! Atura ou surta,bolsonaro forca povo  atura surta,positivo,neutro,neutro,neutro
3544,Bolsonaro,2022-04-17,"662.000 mortes e o Queiroga tem coragem de botar a cara na TV para defender a atuação do Governo Bolsonaro na pandemia.
#ForaBolsonaro",  mortes queiroga coragem botar cara tv defender atuacao governo bolsonaro pandemia ,positivo,neutro,neutro,neutro
3545,Bolsonaro,2022-04-17,crl vai se fuder bolsonaro,crl vai fuder bolsonaro,neutro,neutro,neutro,negativo
